School,Term,Code,Title,Instructor
Cornell University,SP22,NES 6668,Ancient Egyptian Civilization,Christopher Monroe (cmm253)
Cornell University,SP22,NES 6720,Women in Biblical Israel,Lauren Monroe (lm283)
Cornell University,SP22,NES 6722,Graduate Colloquium,David Powers (dsp4)
Cornell University,SP22,NES 6767,Natural History of Religion,Jason Mokhtarian (jsm467)
Cornell University,SP22,NES 6777,Modern Sephardi and Mizrahi Identities,Shalom Shoer (ss66)
Cornell University,SP22,NES 6888,"Jews, Christians, and Others in Late Antiquity",Deborah Starr (das86)
Cornell University,SP22,NES 6922,Archaeological Ethics,Munther Younes (may2)
Cornell University,SP22,NES 6992,Independent Study: Graduate Level,Iago Gocheleishvili (ig44)
Cornell University,SP22,NES 7701,The Aegean and East Mediterranean Bronze Age c. 3000-1000 BCE,Abdel-Fattah Shahda (as3859)
Cornell University,SP22,NMI 5050,Management/Leadership Skills Program,
Cornell University,SP22,NMI 5062,CFA Review Level II,
Cornell University,SP22,NMI 5063,CFA Review Level III,Scott Stewart (sds58)
Cornell University,SP22,NRE 5020,PhD Seminar - Market Microstructure,Gideon Saar (gs25)
Cornell University,SP22,NRE 5030,Applied Microeconomics II: Game Theory,Michael Waldman (mw46)
Cornell University,SP22,NRE 5040,PhD Seminar in Accounting,Michael Waldman (mw46)
Cornell University,SP22,NRE 5060,PhD Seminar - Corporate Finance Theory,Michael Waldman (mw46)
Cornell University,SP22,NRE 5150,PhD Seminar in Consumer Behavior: The Self in Consumption and Commerce,Eric Yeung (pey4)
Cornell University,SP22,NRE 5170,PhD Seminar in Micro Organizational Behavior,Adrian Aycan Corum (aac256)
Cornell University,SP22,NRE 5220,Doctoral Seminar in Quantitative Models,Stijn van Osselaer (smv64)
Cornell University,SP22,NRE 5480,PhD Seminar in Entrepreneurship,Stijn van Osselaer (smv64)
Cornell University,SP22,NS 1220,Nutrition and the Life Cycle,Elizabeth Johnson (elj54)
Cornell University,SP22,NS 2061,Site-Specific Preparation for Engaged Learning in Global and Public Health Sciences,Laura Bellows (llb238)
Cornell University,SP22,NS 2470,Food for Contemporary Living,Roger Figueroa Bautista (rf453)
Cornell University,SP22,NS 2600,Introduction to Global Health,David Silbey (ds90)
Cornell University,SP22,NS 3030,"Nutrition, Health and Vegetarian Diets",Kathleen Rasmussen (kmr5)
Cornell University,SP22,NS 3060,Nutrition and Global Health,John Hoddinott (jfh246)
Cornell University,SP22,NS 3150,Obesity and the Regulation of Body Weight,David Sahn (des16)
Cornell University,SP22,NS 3310,Human Nutrition and Nutrient Metabolism,Jeanne Moseley (jmm298)
Cornell University,SP22,NS 3410,Human Anatomy and Physiology,Barbara Strupp (bjs13)
Cornell University,SP22,NS 3420,Human Anatomy and Physiology Laboratory,Tashara Leak (tml226)
Cornell University,SP22,NS 3600,Epidemiology,Julia Finkelstein (jlf288)
Cornell University,SP22,NS 4000,Directed Readings,Saurabh Mehta (sm939)
Cornell University,SP22,NS 4010,Empirical Research,Patricia Cassano (pac6)
Cornell University,SP22,NS 4020,Supervised Fieldwork,Erin Green (emg232)
Cornell University,SP22,NS 4030,Teaching Apprenticeship,Erin Green (emg232)
Cornell University,SP22,NS 4200,Diet and the Microbiome,Erin Green (emg232)
Cornell University,SP22,NS 4250,Nutrition Communications and Counseling,Jeanne Moseley (jmm298)
Cornell University,SP22,NS 4300,"Proteins, Transcripts, and Metabolism: Big Data in Molecular Nutrition",Stephanie Bostic (smb482)
Cornell University,SP22,NS 4500,Public Health Nutrition,Jenna Golan (jmg559)
Cornell University,SP22,NS 4620,Preparation for Cross-Cultural Engagement and Collaborative Research,Dan Berry (dcb37)
Cornell University,SP22,NS 4880,Applied Dietetics in Food Service Systems,Marie Caudill (mac379)
Cornell University,SP22,NS 4990,Honors Problem,Marie Caudill (mac379)
Cornell University,SP22,NS 4997,"Experiential Learning in Global and Public Health in Washington, DC",Kimberly O'Brien (koo4)
Cornell University,SP22,NS 4998,Inquiry in Politics and Policy,John Michael (jjm484)
Cornell University,SP22,NS 6000,Special Problems for Graduate Students,John Michael (jjm484)
Cornell University,SP22,NS 6190,Division of Nutritional Sciences Seminar,John Michael (jjm484)
Cornell University,SP22,NS 6320,Regulation of Macronutrient Metabolism,John Michael (jjm484)
Cornell University,SP22,NS 6520,The Foundations of Epidemiology,Corinna Noel (can64)
Cornell University,SP22,NS 6600,Epidemiology,Kimberly O'Brien (koo4)
Cornell University,SP22,NS 6980,International Nutrition Seminar,Kelly Quinn (kmq7)
Cornell University,SP22,NS 7030,Seminar in Nutritional Sciences,Laura Bellows (llb238)
Cornell University,SP22,NS 8990,Master's Thesis and Research,Elad Tako (et79)
Cornell University,SP22,NS 9990,Doctoral Thesis and Research,Tolunay Beker Aydemir (tb536)
Cornell University,SP22,NSE 4840,Introduction to Controlled Fusion: Principles and Technology,David Hammer (dah5)
Cornell University,SP22,NTRES 1201,Global Water Sustainability,Peter McIntyre (pbm3)
Cornell University,SP22,NTRES 2010,Environmental Conservation,Peter McIntyre (pbm3)
Cornell University,SP22,NTRES 2201,Society and Natural Resources,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 2320,Nature and Culture,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 2600,Field Research in the Ecological Arts,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 2830,"DNA, Genes and Genetic Diversity",Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3110,"Fish Ecology, Conservation, and Management",Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3111,Fish Ecology Laboratory,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3240,"Sustainable, Ecologically Based Management of Water Resources",Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3250,Forest Management and Maple Syrup Production,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3260,Applied Conservation Ecology,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 3320,Introduction to Ethics and Environment,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 4120,Wildlife Population Analysis: Techniques and Models,Joseph Yavitt (jby1)
Cornell University,SP22,NTRES 4150,Conservation with Communities for One Health,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4280,Principles and Practices of Applied Wildlife Science,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4302,Environmental Policy Processes III,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4440,Resource Management and Environment Law,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4520,Land Use and Sustainable Livelihoods in the Nilgiris,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4601,Decision Making in Natural Resource Management,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4750,Environmental Justice and Policy,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4940,Special Topics in Natural Resources,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4960,Internship in Natural Resources,Richard Stedman (rcs6)
Cornell University,SP22,NTRES 4970,Individual Study in Environmental Social Science and Resource Policy,James Tantillo (jat4)
Cornell University,SP22,NTRES 4971,Individual Study in Applied Ecology and Conservation Ecology,Anna Davidson (amd355)
Cornell University,SP22,NTRES 4972,Individual Study in Ecosystem Science and Biochemistry,Anna Davidson (amd355)
Cornell University,SP22,NTRES 4980,Undergraduate Teaching in Natural Resources,Matthew Hare (mph75)
Cornell University,SP22,NTRES 4990,Undergraduate Research,Matthew Hare (mph75)
Cornell University,SP22,NTRES 5110,"Fish Ecology, Conservation, and Management",Matthew Hare (mph75)
Cornell University,SP22,NTRES 5750,Environmental Justice and Policy,Lars Rudstam (lgr1)
Cornell University,SP22,NTRES 6000,Introduction to Graduate Study in Natural Resources,Lars Rudstam (lgr1)
Cornell University,SP22,NTRES 6040,Seminar on Selected Topics in Resource Policy and Management,Rebecca Schneider (rls11)
Cornell University,SP22,NTRES 6100,Collaborative and Reproducible Data Science in R,Peter Smallidge (pjs23)
Cornell University,SP22,NTRES 6120,Wildlife Population Analysis: Techniques and Models,Peter Smallidge (pjs23)
Cornell University,SP22,NTRES 6200,Spatial Modeling and Analysis,Kristi Sullivan (kls20)
Cornell University,SP22,NTRES 6240,Sustainable Water Resource Management in the Face of Climate Change,James Tantillo (jat4)
Cornell University,SP22,NTRES 6250,Forest Management and Maple Syrup Production,James Tantillo (jat4)
Cornell University,SP22,NTRES 6260,Applied Conservation Ecology,James Tantillo (jat4)
Cornell University,SP22,NTRES 6280,Principles and Practices of Applied Wildlife Science,James Tantillo (jat4)
Cornell University,SP22,NTRES 6300,Current Topics in Molecular Ecology and Population Genomics,Evan Cooch (egc7)
Cornell University,SP22,NTRES 6601,Decision Making in Natural Resource Management,Evan Cooch (egc7)
Cornell University,SP22,NTRES 6960,Perspectives in Global Development,Amanda Rodewald (adr79)
Cornell University,SP22,NTRES 6970,Graduate Individual Study in Natural Resources,Amanda Rodewald (adr79)
Cornell University,SP22,NTRES 7900,Graduate-Level Thesis Research,Paul Curtis (pdc1)
Cornell University,SP22,NTRES 8900,Master's Thesis Research,Bruce Lauber (tbl3)
Cornell University,SP22,NTRES 9900,Doctoral-Level Thesis Research,Richard Booth (rsb6)
Cornell University,SP22,ORIE 1380,Data Science for All,Sumanta Basu (sb2457)
Cornell University,SP22,ORIE 3120,"Practical Tools for Operations Research, Machine Learning and Data Science",Sumanta Basu (sb2457)
Cornell University,SP22,ORIE 3310,Optimization II,Sumanta Basu (sb2457)
Cornell University,SP22,ORIE 3510,Introduction to Engineering Stochastic Processes I,Sumanta Basu (sb2457)
Cornell University,SP22,ORIE 4120,"Inventory, Operations, and Supply Chain Management: Models and Optimization",Sumanta Basu (sb2457)
Cornell University,SP22,ORIE 4126,Principles of Supply Chain Management,Peter Frazier (pf98)
Cornell University,SP22,ORIE 4152,Entrepreneurship for Engineers,Peter Frazier (pf98)
Cornell University,SP22,ORIE 4340,Applications of Optimization: Modeling and Computation,Peter Frazier (pf98)
Cornell University,SP22,ORIE 4350,Introduction to Game Theory,Peter Frazier (pf98)
Cornell University,SP22,ORIE 4600,Introduction to Financial Engineering,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 4740,Statistical Data Mining I,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 4820,Spreadsheet-Based Modeling and Data Analysis,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 4990,Teaching in ORIE,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 4999,ORIE Project,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 5126,Principles of Supply Chain Management,Oktay Gunluk (ong5)
Cornell University,SP22,ORIE 5129,Data Science for e-Retail and the Sharing Economy,Jim Dai (jd694)
Cornell University,SP22,ORIE 5135,Computational Integer Programming,Jim Dai (jd694)
Cornell University,SP22,ORIE 5142,Systems Analysis Behavior and Optimization,Jim Dai (jd694)
Cornell University,SP22,ORIE 5191,Selected Topics in Applied ORIE,Jim Dai (jd694)
Cornell University,SP22,ORIE 5270,Big Data Technologies,Jim Dai (jd694)
Cornell University,SP22,ORIE 5310,Optimization II,Jim Dai (jd694)
Cornell University,SP22,ORIE 5340,Applications of Optimization: Modeling and Computation,David Goldberg (dag369)
Cornell University,SP22,ORIE 5350,Introduction to Game Theory,Eric Gentsch (elg46)
Cornell University,SP22,ORIE 5370,Optimization Modeling in Finance,Eric Gentsch (elg46)
Cornell University,SP22,ORIE 5510,Introduction to Engineering Stochastic Processes I,Eric Gentsch (elg46)
Cornell University,SP22,ORIE 5550,Applied Time Series Analysis,John Richard Callister (jc62)
Cornell University,SP22,ORIE 5582,Monte Carlo Methods in Financial Engineering,Brenda Dietrich (bld34)
Cornell University,SP22,ORIE 5610,Financial Engineering with Stochastic Calculus II,Frans Schalekamp (fms9)
Cornell University,SP22,ORIE 5640,Statistics for Financial Engineering,Frans Schalekamp (fms9)
Cornell University,SP22,ORIE 5735,Graph-Based Data Science for Networked Systems,Frans Schalekamp (fms9)
Cornell University,SP22,ORIE 5740,Statistical Data Mining I,Frans Schalekamp (fms9)
Cornell University,SP22,ORIE 5751,"Learning, Inference, and Decision Making from Data",John Richard Callister (jc62)
Cornell University,SP22,ORIE 5820,Spreadsheet-Based Modeling and Data Analysis,Damek Davis (dsd95)
Cornell University,SP22,ORIE 5910,Manufacturing Option Project,Damek Davis (dsd95)
Cornell University,SP22,ORIE 5911,Manufacturing Option Project,Damek Davis (dsd95)
Cornell University,SP22,ORIE 5940,Systems Engineering Project,Damek Davis (dsd95)
Cornell University,SP22,ORIE 5981,Applied ORIE and IT Project,Damek Davis (dsd95)
Cornell University,SP22,ORIE 5999,Special Projects in ORIE,Kathryn Caggiano (kec4)
Cornell University,SP22,ORIE 6125,Computational Methods in Operations Research,Kathryn Caggiano (kec4)
Cornell University,SP22,ORIE 6170,Engineering Societal Systems,Brenda Dietrich (bld34)
Cornell University,SP22,ORIE 6328,Convex Analysis,Damek Davis (dsd95)
Cornell University,SP22,ORIE 6334,Combinatorial Optimization,Peter Frazier (pf98)
Cornell University,SP22,ORIE 6360,Optimization Under Uncertainty: Robust and Online Models,David Williamson (dw36)
Cornell University,SP22,ORIE 6510,Probability,Gennady Samorodnitsky (gs18)
Cornell University,SP22,ORIE 6580,Simulation,John Richard Callister (jc62)
Cornell University,SP22,ORIE 6780,Bayesian Statistics and Data Analysis,Jamol Pender (jjp274)
Cornell University,SP22,ORIE 7391,Selected Topics in Mathematical Programming,Madeleine Udell (mru8)
Cornell University,SP22,ORIE 7590,Selected Topics in Applied Probability,Frans Schalekamp (fms9)
Cornell University,SP22,ORIE 7900,Special Investigations,Jim Dai (jd694)
Cornell University,SP22,ORIE 7999,PhD Independent Research,Kathryn Caggiano (kec4)
Cornell University,SP22,ORIE 9000,ORIE Graduate Colloquium,Christina Yu (cel85)
Cornell University,SP22,ORIE 9100,Enterprise Engineering Colloquium,Eric Gentsch (elg46)
Cornell University,SP22,ORIE 9110,M.Eng. Professional Review,Oktay Gunluk (ong5)
Cornell University,SP22,PADM 4717,"Energy Transition: Policy, Financial, and Business Interactions",Drew Riedl (adr97)
Cornell University,SP22,PADM 4858,Business and Inequality,Drew Riedl (adr97)
Cornell University,SP22,PADM 5000,Special Studies,Laurie Miller (ljm44)
Cornell University,SP22,PADM 5012,Professional Development for Public Affairs,John Mathiason (jrm534)
Cornell University,SP22,PADM 5051,English in Global Contexts,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5053,Academic Writing,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5110,Public Administration,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5114,Systems Leadership,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5118,"Diversity in Leadership: Experience, Perspective and Relatability in Public Affairs",Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5133,Law and Public Agency Decisions,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5172,Environmental Justice and Policy,Thomas O'Toole (tjo22)
Cornell University,SP22,PADM 5173,Market Regulation,Eric Foley (ejf36)
Cornell University,SP22,PADM 5220,Public Finance: Economics of the Public Sector,Eric Foley (ejf36)
Cornell University,SP22,PADM 5310,Applied Multivariate Statistics in Public Affairs,Dan Lamb (dll5)
Cornell University,SP22,PADM 5345,Evaluation of International Programs and Projects,Laura Cabrera (lac19)
Cornell University,SP22,PADM 5383,Translational Research for Executives,Paula Younger (pey5)
Cornell University,SP22,PADM 5411,Technological Change at Work,Daniel Manne (dpm255)
Cornell University,SP22,PADM 5418,Strategic Stakeholder Engagement,Rebecca Brenner (rjm478)
Cornell University,SP22,PADM 5431,"Fundraising, Grantmaking, and Lobbying",Rick Geddes (rrg24)
Cornell University,SP22,PADM 5441,Effective Writing for Public Policy,Nicolas Bottan (nlb75)
Cornell University,SP22,PADM 5443,Systems Thinking for Executives I,Douglas Miller (dlm336)
Cornell University,SP22,PADM 5444,Systems Thinking for Executives II,Douglas Miller (dlm336)
Cornell University,SP22,PADM 5472,Leveraging Information Technology for Public and Nonprofit Management,Douglas Miller (dlm336)
Cornell University,SP22,PADM 5570,Corporate Responsibility,Douglas Miller (dlm336)
Cornell University,SP22,PADM 5573,Corporate Responsibility and Public Affairs,Douglas Miller (dlm336)
Cornell University,SP22,PADM 5612,Intergovernmental Relations,John Mathiason (jrm534)
Cornell University,SP22,PADM 5634,"Corruption, Governance, and Development",Elizabeth Day (ead255)
Cornell University,SP22,PADM 5717,"Energy Transition: Policy, Financial, and Business Interactions",Adam Seth Litwin (al2284)
Cornell University,SP22,PADM 5755,Infrastructure Financing,Rebecca Darling (rmd228)
Cornell University,SP22,PADM 5757,Infrastructure Project Management and Finance Practicum,Rebecca Darling (rmd228)
Cornell University,SP22,PADM 5855,International Human Rights,Rebecca Darling (rmd228)
Cornell University,SP22,PADM 5858,Business and Inequality,Joe Grasso (jeg68)
Cornell University,SP22,PADM 5900,Consulting for Nonprofit and Government Organizations,Dan Lamb (dll5)
Cornell University,SP22,PADM 5910,Special Topics: Cornell Institute for Public Affairs Domestic Capstone,Laura Cabrera (lac19)
Cornell University,SP22,PADM 5920,Public Affairs Externships,Laura Cabrera (lac19)
Cornell University,SP22,PADM 5950,Special Topics: Cornell Institute for Public Affairs International Capstone,Ning Su (ns864)
Cornell University,SP22,PADM 5951,"Systems Thinking, Mapping, and Leadership Practicum II",Andrew Siwo (ats45)
Cornell University,SP22,PADM 5953,Executive Master of Public Administration (EMPA) Capstone,Andrew Siwo (ats45)
Cornell University,SP22,PADM 5979,Environmental Finance and Impact Investing Practicum,Dan Lamb (dll5)
Cornell University,SP22,PAM 1050,PAM Career Explorations,Sharon Sassler (ss589)
Cornell University,SP22,PAM 2000,Intermediate Microeconomics,Sharon Sassler (ss589)
Cornell University,SP22,PAM 2030,Population and Public Policy,Brandon Tripp (bkt24)
Cornell University,SP22,PAM 2208,Social Inequality,Brandon Tripp (bkt24)
Cornell University,SP22,PAM 3020,Native Politics and the Nation-to-Nation Relationship,Brandon Tripp (bkt24)
Cornell University,SP22,PAM 3090,"Strategic Advocacy: Lobbying and Interest Group Politics in Washington, D.C.",Sharon Sassler (ss589)
Cornell University,SP22,PAM 3100,Multiple Regression Analysis,Sharon Sassler (ss589)
Cornell University,SP22,PAM 3130,Behavioral Economics and Public Policy,Vida Maralani (vm343)
Cornell University,SP22,PAM 3160,Labor Markets and Public Policy,Vida Maralani (vm343)
Cornell University,SP22,PAM 3180,Health Disparities,Vida Maralani (vm343)
Cornell University,SP22,PAM 3301,Intermediate Policy Analysis,Vida Maralani (vm343)
Cornell University,SP22,PAM 3340,"Corporations, Shareholders, and Policy",Vida Maralani (vm343)
Cornell University,SP22,PAM 3764,Intellectual Property Law and Policy,Vida Maralani (vm343)
Cornell University,SP22,PAM 3780,Sick Around the World? Comparing Health Care Systems Around the World,Vida Maralani (vm343)
Cornell University,SP22,PAM 3870,Economic Evaluations in Health Care,Vida Maralani (vm343)
Cornell University,SP22,PAM 3910,Federal Policy Making in Action,Vida Maralani (vm343)
Cornell University,SP22,PAM 4010,Empirical Research,Vida Maralani (vm343)
Cornell University,SP22,PAM 4160,The Ethnography of Poverty and Inequality,Nicholas Courtney (nc426)
Cornell University,SP22,PAM 4280,The Economics of Risky Health Behaviors,Ronald Christie (ric38)
Cornell University,SP22,PAM 4950,Engaged Learning Capstone,Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 4990,Honors Program,Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 5020,Native Politics and the Nation-to-Nation Relationship,Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 5090,"Strategic Advocacy: Lobbying and Interest Group Politics in Washington, D.C.",Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 5130,Behavioral Economics and Public Policy,Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 5280,Population Health for Health Managers,Brandon Tripp (bkt24)
Cornell University,SP22,PAM 5290,The Economics and Regulation of Risky Health Behaviors,Zhuan Pei (zp53)
Cornell University,SP22,PAM 5301,Intermediate Policy Analysis,Adriana Reyes (amr454)
Cornell University,SP22,PAM 5334,"Corporations, Shareholders, and Policy",Sharon Tennyson (st96)
Cornell University,SP22,PAM 5540,Health Law for Managers,Rick Geddes (rrg24)
Cornell University,SP22,PAM 5580,The Healthcare Industry from a Consulting Perspective,Daniel Manne (dpm255)
Cornell University,SP22,PAM 5583,Managing Operations,Nicolas Ziebarth (nrz2)
Cornell University,SP22,PAM 5633,Health Care Finance for Managers,Donald Kenkel (dsk10)
Cornell University,SP22,PAM 5673,Health Policy for Managers,Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5679,Desktop and Modeling Solutions,Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5713,"Leadership, Innovation and Change Management",Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5740,Short Course in Fundamentals of Health Facility Planning for Managers,Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5813,Disruptive Innovation in Health Care I,Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5870,Economic Evaluations in Health Care,Suzanne Simonetta (sjs12)
Cornell University,SP22,PAM 5900,Special Topics in Health Administration and Finance,Rosemary Avery (rja7)
Cornell University,SP22,PAM 5903,Quality Improvement for Managers,Maureen Waller (mrw37)
Cornell University,SP22,PAM 5952,Field Study in Health Administration and Planning,John Cawley (jhc38)
Cornell University,SP22,PAM 5953,Field Studies for Health Managers,Maureen Waller (mrw37)
Cornell University,SP22,PAM 5990,Challenges and Trends in the Health Services Industry,Nicolas Bottan (nlb75)
Cornell University,SP22,PAM 6000,Special Problems for Graduate Students,Max Kapustin (mk2624)
Cornell University,SP22,PAM 6020,Intermediate Statistics for Sociological Research,Sharon Sassler (ss589)
Cornell University,SP22,PAM 6091,Empirical Strategies for Policy Research II,Laura Tach (lmt88)
Cornell University,SP22,PAM 6280,Family Demography,Douglas Miller (dlm336)
Cornell University,SP22,PAM 6420,Health Economics II,Rosemary Avery (rja7)
Cornell University,SP22,PAM 6440,Health Economics Workshop,Nicholas Courtney (nc426)
Cornell University,SP22,PAM 6810,Demography Training Seminar,Ronald Christie (ric38)
Cornell University,SP22,PAM 6950,Spatial Demography,Brandon Tripp (bkt24)
Cornell University,SP22,PAM 8990,Master's Thesis and Research,Julie Carmalt (jhc48)
Cornell University,SP22,PAM 9990,Doctoral Thesis and Research,John Cawley (jhc38)
Cornell University,SP22,PE 1100,Beginning Swimming,Susan Ball (seb27)
Cornell University,SP22,PE 1101,Advanced Beginning Swimming,Susan Ball (seb27)
Cornell University,SP22,PE 1103,Advanced Swimming,Alisha Kewalramani (ark243)
Cornell University,SP22,PE 1104,Swimming Conditioning,Alisha Kewalramani (ark243)
Cornell University,SP22,PE 1130,Open Water Scuba,Ramineh Abedini (ra654)
Cornell University,SP22,PE 1132,Rescue Diver,Ramineh Abedini (ra654)
Cornell University,SP22,PE 1134,Bahamas Dive Trip,Susan Ball (seb27)
Cornell University,SP22,PE 1150,Ballroom Dancing,Ramineh Abedini (ra654)
Cornell University,SP22,PE 1153,Beginning Ballroom Dance Rhythm,Jacob Lichter (jl3894)
Cornell University,SP22,PE 1155,Introduction to Belly Dancing,Ramineh Abedini (ra654)
Cornell University,SP22,PE 1157,West African Dance,Susan Ball (seb27)
Cornell University,SP22,PE 1160,Latin Dance,Jacob Lichter (jl3894)
Cornell University,SP22,PE 1162,Salsa,Patrick Shaffer (ps973)
Cornell University,SP22,PE 1167,Introduction to Tango,Patrick Shaffer (ps973)
Cornell University,SP22,PE 1170,Introduction to Swing Dance,Patrick Shaffer (ps973)
Cornell University,SP22,PE 1171,Intermediate Swing Dance,Jen Gudaz (jag245)
Cornell University,SP22,PE 1183,Dance Technique II/Modern,Jen Gudaz (jag245)
Cornell University,SP22,PE 1184,Dance Technique III - Classical,Patrick Shaffer (ps973)
Cornell University,SP22,PE 1185,Dance Technique III - Modern,Brigitta Putnam (bar28)
Cornell University,SP22,PE 1188,Dance Technique Workshop,Timothy Sayers (tjs338)
Cornell University,SP22,PE 1233,Bootcamp,Iska Ziver (irz2)
Cornell University,SP22,PE 1235,8 O'Clock Rock,Iska Ziver (irz2)
Cornell University,SP22,PE 1236,Cardio Fuego,June Seaney (js126)
Cornell University,SP22,PE 1237,Yasaride,June Seaney (js126)
Cornell University,SP22,PE 1238,Barre,Olumayowa Willoughby (oaw5)
Cornell University,SP22,PE 1241,Mobility and Core Training,Michael Ristorucci (mlr24)
Cornell University,SP22,PE 1242,Fit Trifecta,Michael Ristorucci (mlr24)
Cornell University,SP22,PE 1245,Indoor Stationary Cycling,Michael Ristorucci (mlr24)
Cornell University,SP22,PE 1246,Open Gym Class,Juan Brache (jbb284)
Cornell University,SP22,PE 1250,Army ROTC Physical Training,Lesley Greene (llg3)
Cornell University,SP22,PE 1260,Cardio Kickboxing,Lesley Greene (llg3)
Cornell University,SP22,PE 1261,Fitness and Conditioning,Lesley Greene (llg3)
Cornell University,SP22,PE 1262,Fitness for Women,Miles Yeung-Tieu (mey26)
Cornell University,SP22,PE 1265,Wellness and Fitness,P. Suber (pbs6)
Cornell University,SP22,PE 1270,Introduction to Jogging,Miles Yeung-Tieu (mey26)
Cornell University,SP22,PE 1271,Jogging Tours,Juan Aldape Munoz (jma377)
Cornell University,SP22,PE 1272,Walking Tours,Jason Berg (jwb394)
Cornell University,SP22,PE 1273,Walking Meditation,Symphony Howe (sah397)
Cornell University,SP22,PE 1290,Introduction to Gymnastics,Matt Hayes (mh249)
Cornell University,SP22,PE 1300,Introduction to Bowling,Priscilla Hummel (plh64)
Cornell University,SP22,PE 1320,Professional Instructional Golf,Linda Aigen (lja53)
Cornell University,SP22,PE 1321,Recreational Golf,Melissa Weiner (mbw82)
Cornell University,SP22,PE 1331,Intermediate-Advanced Downhill Skiing-Snowboarding,Melissa Burress (mb376)
Cornell University,SP22,PE 1340,Juggling,Kimberley Alger-Norton (ka362)
Cornell University,SP22,PE 1345,Introduction to Boxing,Kimberley Alger-Norton (ka362)
Cornell University,SP22,PE 1346,Intermediate Boxing,Priscilla Hummel (plh64)
Cornell University,SP22,PE 1347,Brazilian Jiu Jitsu Fundamentals,Laurie Cuomo (lrc82)
Cornell University,SP22,PE 1350,HIIT Boxing,Erika Echaniz (ede32)
Cornell University,SP22,PE 1360,Jeet Kune Do and MMA,Symphony Howe (sah397)
Cornell University,SP22,PE 1365,Karate Basics,Andrew MacVey (apm249)
Cornell University,SP22,PE 1366,Karate,Han Cho (hdc9)
Cornell University,SP22,PE 1371,Okinawan Karate-do,Han Cho (hdc9)
Cornell University,SP22,PE 1375,Beginning Tae Kwon Do,Dustin Paul (drp73)
Cornell University,SP22,PE 1376,Intermediate Tae Kwon Do,Bert Adams-Kucik (mja12)
Cornell University,SP22,PE 1380,Tai Chi Chuan,Kimberley Alger-Norton (ka362)
Cornell University,SP22,PE 1385,Thai Boxing,Kimberley Alger-Norton (ka362)
Cornell University,SP22,PE 1395,Self Defense and Personal Safety in the Modern World,Dustin Paul (drp73)
Cornell University,SP22,PE 1396,Filipino Kali,Michael Stewart (mts96)
Cornell University,SP22,PE 1405,Living Routines,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1420,Introduction to Meditation,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1421,Relaxation and Stress Management,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1422,Meditation and Relaxation,Priscilla Timberlake (pt29)
Cornell University,SP22,PE 1427,Ashtanga Yoga Foundations,Jamie Jett (jj563)
Cornell University,SP22,PE 1429,Vinyasa Yoga,Jamie Jett (jj563)
Cornell University,SP22,PE 1430,Introduction to Yoga,Jamie Jett (jj563)
Cornell University,SP22,PE 1431,Intermediate Yoga,Jamie Jett (jj563)
Cornell University,SP22,PE 1440,Introduction to Badminton,Jon LaRock (jwl286)
